hour_of_day,amount,transaction_type,location_region,ip_prefix,login_frequency,session_duration,purchase_pattern,age_group,anomaly
22,1036.5128749470118,4,1,192.168,5,54,0,0,1
10,294.7926272901337,1,2,172.16,5,52,0,0,1
15,475.9209390355596,4,4,192.0,4,49,0,0,1
16,300.45307227507567,2,3,10.0,1,23,2,1,1
21,357.4488559315462,2,2,192.168,2,28,2,1,1
4,610.3860747704773,1,4,10.0,5,53,0,0,1
19,468.93380565379925,2,0,172.0,7,135,1,2,1
9,614.9035633809411,1,1,192.168,2,30,2,1,1
19,479.45765596399417,1,3,10.0,1,20,2,1,1
18,308.6907330322041,2,0,172.16,8,84,1,2,1
12,282.7124455282568,4,1,172.0,7,80,1,2,1
15,780.5054245228782,2,3,172.16,6,140,1,2,2
21,539.928380463165,2,0,192.0,7,128,1,2,1
8,940.63970359168,1,4,192.168,4,66,0,0,1
20,228.2903728206105,1,2,172.0,4,41,0,0,1
20,880.3746151173582,4,3,10.0,3,42,0,0,1
23,491.5164678775128,2,0,172.0,2,38,2,1,1
13,287.82333998731133,4,0,172.16,3,55,0,0,1
13,593.7228236323128,1,3,192.0,2,22,2,1,1
17,630.8054324461043,2,4,172.16,7,141,1,2,1
16,599.7435743764547,2,3,172.16,7,94,1,2,1
1,353.45541600648664,1,4,10.0,3,51,0,0,1
17,576.1053370406274,4,0,172.16,6,119,1,2,1
7,287.65383841271404,1,4,172.0,5,64,0,0,1
0,399.0775924879765,4,3,172.0,1,27,2,1,1
12,429.0657341505969,2,1,192.168,2,35,2,1,1
2,576.3322886852243,2,2,10.0,8,87,1,2,2
19,797.8260348163146,1,1,172.0,4,48,0,0,1
3,522.023183225454,0,3,172.0,1,38,2,1,0
14,194.55070710077612,4,4,172.16,6,109,1,2,1
12,163.90470985451225,2,3,10.0,6,96,1,2,1
14,861.7017687593388,3,1,192.168,2,32,2,1,0
18,400.7318338937736,1,0,172.0,2,22,2,1,1
7,763.6448812629882,2,4,192.168,7,139,1,2,2
7,100.83792750809836,4,1,192.168,1,23,2,1,1
12,460.41871366602174,4,3,172.16,5,41,0,0,1
21,519.1627097633284,0,3,192.0,2,39,2,1,0
12,1020.1931661007828,4,2,192.0,8,149,1,2,1
1,830.8418378554261,0,2,172.0,1,27,2,1,0
1,632.277114073303,4,4,172.0,8,80,1,2,1
19,531.5670251077263,2,3,192.0,6,125,1,2,1
20,390.1234470632426,2,2,172.16,7,102,1,2,1
18,543.2331058894649,1,4,172.0,5,77,0,0,1
22,756.2933542149999,4,0,172.16,6,97,1,2,1
11,516.5749320152785,2,1,172.0,1,37,2,1,1
0,384.7626347345814,1,2,172.16,2,29,2,1,1
18,257.61981351195385,1,4,10.0,4,66,0,0,1
20,293.7985861914228,3,1,172.0,1,29,2,1,0
5,415.5256966256486,4,0,172.0,7,85,1,2,1
5,903.7855908682484,3,3,192.0,1,34,2,1,0
17,562.5791673820465,2,1,192.0,7,83,1,2,1
18,513.3088355967316,2,4,192.0,8,83,1,2,1
17,396.789968770909,1,2,172.0,5,75,0,0,1
22,470.0796905905344,2,3,10.0,7,150,1,2,1
17,780.1254150744004,2,0,192.168,1,21,2,1,1
12,513.6329959053602,1,4,10.0,4,78,0,0,1
21,591.6096889814175,1,2,10.0,5,58,0,0,1
17,325.23978928182987,2,1,10.0,6,119,1,2,1
11,599.934286260753,4,0,192.168,6,114,1,2,1
4,309.5297967928326,2,4,192.168,7,140,1,2,2
13,347.3592073820057,0,3,172.16,2,34,2,1,0
12,1047.1318051473295,4,1,172.16,7,141,1,2,1
7,235.4653516600088,4,2,172.0,3,54,0,0,1
19,434.8714750996421,1,2,192.0,4,51,0,0,1
8,321.2567677879283,1,4,192.0,5,74,0,0,1
18,558.3109065000042,1,3,172.16,2,39,2,1,1
18,793.4876267507404,0,3,10.0,1,30,2,1,0
0,422.4822833242264,4,1,10.0,4,41,0,0,1
2,863.5321266279927,4,3,10.0,1,33,2,1,1
22,600.6786556090045,2,3,10.0,7,151,1,2,1
17,411.6988262409786,1,1,10.0,4,77,0,0,1
18,24.262009312284874,3,1,10.0,2,26,2,1,0
15,623.6180278017224,1,4,172.16,4,58,0,0,1
15,405.3055603955724,4,4,192.0,6,85,1,2,1
2,448.41116551209416,1,1,172.16,4,69,0,0,1
7,344.60721052920854,4,0,10.0,7,143,1,2,1
17,416.6918032774699,1,3,10.0,5,55,0,0,1
1,736.9003289870569,4,4,192.0,6,146,1,2,1
22,418.3772071511527,2,4,172.0,1,23,2,1,1
12,326.5708678882203,2,0,10.0,6,83,1,2,1
6,30.25581448671022,2,4,192.168,7,151,1,2,2
8,590.1564453658182,2,4,192.168,8,130,1,2,1
7,567.3099737951221,1,0,172.16,5,54,0,0,1
19,549.6206314220428,1,1,172.0,1,29,2,1,1
22,650.2360723271763,4,2,10.0,1,29,2,1,1
6,267.27289503220186,4,0,172.0,2,31,2,1,1
21,306.1069397865703,1,2,192.0,2,21,2,1,1
0,567.8960515365084,1,3,172.16,5,78,0,0,1
16,545.8960059043573,1,0,172.0,4,59,0,0,1
17,255.3813873029645,2,3,10.0,6,109,1,2,1
11,143.06127101866798,4,4,192.0,7,83,1,2,1
1,456.6433122355484,1,2,172.0,5,43,0,0,1
12,688.726854984514,1,0,10.0,2,27,2,1,1
23,532.5893875927679,4,0,172.0,6,135,1,2,1
23,325.7262777831592,1,0,192.168,4,61,0,0,1
8,1104.351477683717,2,1,10.0,2,21,2,1,1
3,83.42538878720819,1,3,172.16,4,59,0,0,1
2,273.0369400412085,4,4,192.168,4,53,0,0,1
10,197.2774515072989,2,2,172.16,7,126,1,2,1
23,0.01,2,0,172.16,6,144,1,2,1
19,0.01,1,3,10.0,2,23,2,1,1
4,448.8718473780466,1,2,192.0,5,70,0,0,1
4,624.5770454383196,1,1,172.0,1,37,2,1,1
20,498.3685439107834,2,1,192.168,8,98,1,2,1
14,824.2083830933202,1,2,172.16,2,39,2,1,1
17,691.6889262304032,1,2,192.168,3,50,0,0,1
21,0.01,1,0,192.0,5,62,0,0,1
11,270.9565419299556,4,2,192.168,8,133,1,2,1
2,668.1309811051796,2,3,192.0,8,135,1,2,2
22,152.05280905687698,2,0,172.0,6,156,1,2,1
13,440.0416744619115,2,1,192.0,1,38,2,1,1
5,523.3810513391031,4,1,10.0,3,74,0,0,1
13,371.4420618514162,2,3,192.0,7,148,1,2,1
22,929.7803962624358,2,1,172.0,7,98,1,2,2
2,737.6071382781611,1,2,10.0,4,67,0,0,1
10,550.5821514641525,3,0,10.0,1,21,2,1,0
8,469.34676818490914,4,4,10.0,3,52,0,0,1
16,284.5983931346776,2,3,172.0,6,155,1,2,1
7,465.5498385779014,4,4,192.168,2,27,2,1,1
14,690.3517687593778,1,3,192.168,2,20,2,1,1
0,597.1397034347095,2,2,192.0,8,83,1,2,2
19,505.5290623471125,1,2,172.0,3,47,0,0,1
21,357.5173189483422,1,3,172.0,5,53,0,0,1
0,775.4726214366071,1,0,192.168,3,79,0,0,1
16,0.01,1,2,10.0,3,63,0,0,1
3,0.01,0,1,172.16,2,23,2,1,0
3,0.01,1,1,10.0,1,34,2,1,1
5,520.030906131634,4,3,192.0,4,67,0,0,1
13,712.0934754690342,1,3,172.16,5,51,0,0,1
4,587.7673562402581,1,2,192.0,5,74,0,0,1
2,106.05617291876808,2,2,192.0,6,111,1,2,2
1,379.6896710862769,2,1,172.0,8,153,1,2,2
6,662.5165446749992,2,4,192.0,7,152,1,2,2
12,461.2457175001005,4,4,172.0,2,23,2,1,1
2,637.4742825991086,1,1,172.16,3,59,0,0,1
15,681.6567685490554,1,4,172.0,5,55,0,0,1
13,665.7194251163515,2,2,192.168,7,154,1,2,1
17,764.2987143075218,4,3,192.168,4,65,0,0,1
17,567.6806226999568,4,4,10.0,5,56,0,0,1
4,873.3812082345902,2,0,192.0,8,119,1,2,2
17,400.0652090809942,1,4,192.0,5,59,0,0,1
7,429.9241466656176,2,4,172.16,6,138,1,2,1
3,778.6004054625307,4,3,10.0,1,26,2,1,1
5,355.26746824722807,4,1,172.0,4,45,0,0,1
16,531.7875554457127,2,4,172.16,1,28,2,1,1
3,900.6675883596265,4,3,192.0,1,28,2,1,1
14,521.8428125042179,4,1,172.0,5,51,0,0,1
21,467.35066029311145,4,2,172.16,6,139,1,2,1
12,645.8567738504855,1,4,192.168,3,79,0,0,1
18,763.6653297603166,1,2,192.0,5,49,0,0,1
4,539.0183411322508,4,3,172.0,8,89,1,2,1
18,983.6404895380804,3,4,172.16,1,25,2,1,0
12,596.4847381838852,1,2,192.0,5,53,0,0,1
9,562.1251067001551,4,3,172.0,8,137,1,2,1
0,324.8185053635963,4,0,192.168,8,141,1,2,1
12,582.9831747222004,4,0,172.16,6,110,1,2,1
0,618.2034322899449,3,4,192.168,2,33,2,1,0
8,932.336692846691,2,1,172.0,8,88,1,2,2
7,674.8878649701458,1,4,192.0,4,41,0,0,1
0,187.65509833169187,1,1,192.0,3,54,0,0,1
12,691.7414412348521,1,0,172.0,4,79,0,0,1
3,573.8753908460676,2,1,192.168,1,38,2,1,1
8,235.44839607808484,1,3,172.0,4,43,0,0,1
11,287.5861855980249,2,3,192.168,2,33,2,1,1
17,803.046003318294,4,2,172.0,1,35,2,1,1
23,998.9196731837234,1,2,172.0,2,24,2,1,1
18,648.2432652056189,2,0,172.16,1,22,2,1,1
5,633.8502016339049,1,1,192.0,4,70,0,0,1
14,355.50823654230226,2,4,192.168,7,158,1,2,1
15,386.2270005245101,2,2,192.0,8,96,1,2,1
3,236.3867882447123,2,2,172.0,7,134,1,2,2
15,169.2494985340656,2,0,172.16,7,94,1,2,1
4,180.40408153532476,2,3,172.0,7,94,1,2,2
4,118.31899402334778,4,3,10.0,4,49,0,0,1
9,540.8987141118073,4,3,192.168,6,159,1,2,1
9,681.2291010180868,3,2,192.168,1,32,2,1,0
18,497.9051247894068,4,1,192.168,6,115,1,2,1
14,549.2411470724259,2,0,10.0,8,90,1,2,1
16,545.7724764944002,1,2,192.168,5,70,0,0,1
6,328.39664942023995,1,1,172.16,5,50,0,0,1
19,610.8064648926659,4,0,192.0,2,34,2,1,1
0,241.75667664013235,2,4,172.16,7,158,1,2,2
12,824.1352903133094,4,1,192.0,3,43,0,0,1
17,475.5285004536048,4,1,192.0,1,36,2,1,1
0,724.1798928832909,1,0,172.0,2,38,2,1,1
20,577.1956350467862,2,0,192.0,7,154,1,2,1
1,361.9966811845321,2,3,10.0,7,129,1,2,2
10,770.5873885831099,4,4,172.0,1,37,2,1,1
23,851.6844853073694,2,1,10.0,6,80,1,2,2
1,87.41638471739151,4,0,192.0,6,88,1,2,1
0,475.5129355276045,2,3,172.0,2,27,2,1,1
11,648.2160752305751,1,3,192.168,3,63,0,0,1
16,420.313066359192,2,1,192.168,1,28,2,1,1
4,444.0346220060418,4,0,172.16,2,29,2,1,1
18,978.7023610672506,2,4,10.0,8,138,1,2,2
17,437.1831481299493,4,3,10.0,4,65,0,0,1
7,495.2252969262208,1,4,192.0,5,48,0,0,1
1,768.2558649791933,4,0,172.0,7,138,1,2,1
19,879.9630075893294,2,0,172.16,6,98,1,2,2
17,224.33648798160925,3,0,172.16,2,38,2,1,0
15,706.8881961692958,2,4,192.0,1,26,2,1,1
0,224.6720265615765,1,1,192.168,4,70,0,0,1
3,166.26189870363442,2,0,192.168,8,127,1,2,2
3,218.40695971913857,3,2,192.168,2,27,2,1,0
12,320.91142218045104,4,2,172.0,5,76,0,0,1
17,595.1756523106848,4,2,172.0,2,23,2,1,1
2,422.809571312376,4,3,192.168,4,79,0,0,1
4,412.63601363303286,3,1,192.168,2,28,2,1,0
21,572.6991019547463,1,4,192.0,3,60,0,0,1
22,421.1558271397305,4,3,172.16,5,49,0,0,1
5,589.4833097747152,4,4,10.0,2,28,2,1,1
3,425.1659940871312,1,1,192.168,5,52,0,0,1
8,75.67276558563071,2,2,172.16,8,103,1,2,1
3,699.5805395444864,1,2,192.0,5,47,0,0,1
8,419.4514819892088,4,2,10.0,2,20,2,1,1
14,501.70558710025824,1,2,192.0,3,42,0,0,1
19,249.5318760768596,4,4,192.0,5,46,0,0,1
1,855.2398681021097,2,1,172.0,6,109,1,2,2
10,358.0522298184636,4,1,10.0,4,49,0,0,1
2,643.574587428564,1,1,172.0,4,42,0,0,1
23,592.993442103505,1,1,10.0,5,65,0,0,1
9,1093.1317272848282,4,2,10.0,8,152,1,2,1
18,319.8041181469058,2,1,192.168,7,141,1,2,1
16,593.5337985195656,1,0,10.0,3,57,0,0,1
14,521.9642552994195,4,0,10.0,7,158,1,2,1
15,213.54230320316336,4,0,10.0,5,46,0,0,1
3,259.5829877437488,1,4,192.0,5,66,0,0,1
7,411.0248108092703,2,3,172.0,6,155,1,2,1
19,684.2365227638677,1,2,172.16,2,23,2,1,1
10,363.284737856895,2,0,10.0,7,147,1,2,1
5,742.1667085464842,1,2,10.0,5,53,0,0,1
14,142.84155667851434,1,0,10.0,5,67,0,0,1
4,567.2476011761199,1,1,10.0,3,55,0,0,1
6,542.7364882435148,1,0,172.0,3,65,0,0,1
22,158.8381651963635,2,3,172.16,2,21,2,1,1
3,399.32618550448274,1,0,172.0,3,70,0,0,1
9,767.4965710366603,0,2,192.0,1,38,2,1,0
15,656.1996712982167,2,0,172.0,6,91,1,2,1
20,117.74846982092396,2,2,192.0,8,113,1,2,1
19,638.0353016155995,4,1,192.168,8,143,1,2,1
14,457.7143959526139,1,0,192.0,2,38,2,1,1
10,675.8603436901867,1,1,10.0,5,64,0,0,1
12,767.1009571793836,1,3,172.0,3,76,0,0,1
20,740.8825100473773,1,4,192.168,2,32,2,1,1
10,1004.1935598842418,4,4,10.0,7,95,1,2,1
4,793.7005052565414,1,1,172.0,3,61,0,0,1
14,408.8514052517934,1,4,192.0,5,53,0,0,1
13,335.00482826307336,1,1,192.0,4,43,0,0,1
14,675.3358089909406,2,2,192.168,2,37,2,1,1
1,752.8356152484164,1,1,192.0,3,63,0,0,1
3,834.520429753408,4,0,10.0,5,63,0,0,1
12,130.67721241019365,2,2,192.168,2,34,2,1,1
20,534.1862843316063,2,2,192.168,8,137,1,2,1
20,115.94748092284571,2,2,10.0,2,33,2,1,1
4,216.52077082894164,4,0,192.0,4,61,0,0,1
17,662.4478772479953,4,4,10.0,1,38,2,1,1
16,267.9825789693598,3,2,172.16,2,26,2,1,0
14,261.991242605846,1,3,192.0,4,74,0,0,1
10,776.9056799364796,4,4,192.0,3,55,0,0,1
1,336.4005892296344,2,3,192.0,6,143,1,2,2
2,667.4231881555972,2,2,10.0,2,26,2,1,1
18,536.7126376108291,2,4,10.0,6,121,1,2,1
0,727.2250865657659,4,4,172.0,3,45,0,0,1
22,463.4921648800868,2,3,192.168,6,114,1,2,1
17,254.26672682478295,0,4,192.0,1,39,2,1,0
5,753.0216013719889,1,2,172.0,3,49,0,0,1
13,466.4119342821156,1,3,192.168,4,51,0,0,1
5,712.3050784494176,2,4,172.0,8,151,1,2,2
22,452.507263717692,1,0,192.168,3,55,0,0,1
21,220.6814427555521,4,3,192.168,1,21,2,1,1
11,955.4144566149662,2,3,10.0,6,129,1,2,2
14,684.9828794164409,1,3,10.0,3,57,0,0,1
5,639.9326067940701,4,2,172.0,5,65,0,0,1
6,259.98003272190493,2,0,172.0,8,102,1,2,2
19,88.66373680033712,1,2,10.0,3,60,0,0,1
9,741.3244336108783,4,2,172.0,3,53,0,0,1
4,600.978469923254,2,2,192.0,7,128,1,2,2
6,474.3321829223206,2,0,10.0,2,24,2,1,1
20,1248.2264337951128,1,2,172.16,4,63,0,0,1
1,662.9004031040131,4,0,10.0,7,110,1,2,1
19,374.7412883693539,2,4,10.0,6,92,1,2,1
7,314.81179450010234,2,1,172.16,1,30,2,1,1
8,477.371206676272,1,2,172.16,3,65,0,0,1
1,38.15819287656285,1,2,192.168,2,36,2,1,1
2,744.9344302868221,4,1,192.168,6,151,1,2,1
12,20.40410166652191,4,3,172.16,3,49,0,0,1
15,620.0607344180786,2,3,10.0,7,118,1,2,1
16,588.8837537645547,1,3,192.0,3,68,0,0,1
4,495.70626819536,2,0,10.0,6,81,1,2,2
22,788.6190221950932,0,3,172.16,1,36,2,1,0
6,534.9607581372923,2,1,172.0,6,142,1,2,2
19,61.30942587001988,4,3,10.0,8,98,1,2,1
11,395.5463896545405,1,2,172.0,2,26,2,1,1
13,594.7868818895679,2,4,10.0,2,39,2,1,1
14,159.11354472740095,4,2,192.0,8,145,1,2,1
21,428.03823182129867,1,0,192.0,1,25,2,1,1
0,517.710309053588,4,2,172.16,5,44,0,0,1
7,327.4649416851365,1,4,10.0,2,38,2,1,1
2,330.72056140296525,1,3,192.0,2,26,2,1,1
3,606.0937364596267,1,4,192.0,4,61,0,0,1
4,242.1942645354929,2,0,192.168,7,113,1,2,2
13,776.1464070256318,1,1,172.0,3,53,0,0,1
13,0.01,1,2,10.0,3,41,0,0,1
1,733.2621994273437,4,1,192.0,8,104,1,2,1
0,536.1068825270039,2,3,172.0,6,132,1,2,2
8,589.3629995807695,4,3,172.16,2,26,2,1,1
13,593.5293791226379,1,1,172.0,4,63,0,0,1
8,60.89073378498114,2,4,172.0,7,100,1,2,1
22,1110.461398094446,1,0,192.168,4,59,0,0,1
1,675.4068445890234,2,3,172.0,6,90,1,2,2
2,664.2165385972306,2,0,192.0,6,109,1,2,2
10,902.0544984131748,1,2,192.168,3,56,0,0,1
1,245.1529147737728,2,3,172.16,6,142,1,2,2
0,368.45586945350806,1,3,172.16,2,39,2,1,1
20,1062.3343330795387,4,1,172.16,1,35,2,1,1
19,52.56356950808686,2,1,192.168,7,151,1,2,1
1,469.3140115977735,4,2,192.168,6,82,1,2,1
11,289.96208199783854,2,0,172.16,6,82,1,2,1
14,633.2694137668223,4,2,172.16,6,95,1,2,1
8,646.8561734425539,4,1,192.168,3,67,0,0,1
8,927.32885269157,2,1,172.16,8,101,1,2,2
14,389.75724231050725,4,2,172.16,3,57,0,0,1
1,903.890316180833,4,4,10.0,7,100,1,2,1
4,434.42235031692593,2,1,172.16,6,150,1,2,2
17,396.5943161083469,2,2,172.0,6,125,1,2,1
18,487.95470133027686,2,3,10.0,1,34,2,1,1
23,377.836111656775,1,3,172.0,4,56,0,0,1
8,673.44332230643,3,1,192.0,1,32,2,1,0
19,70.91092752552606,1,2,172.16,1,35,2,1,1
22,769.601793204966,2,4,172.16,8,141,1,2,2
7,757.2109218142991,2,3,192.0,8,118,1,2,2
22,772.7396356013096,4,4,192.168,3,46,0,0,1
6,456.6088559955117,2,4,192.0,1,32,2,1,1
14,594.0201692855201,4,3,192.0,6,102,1,2,1
16,601.0110234925463,4,3,172.0,7,110,1,2,1
4,202.27433080112357,4,0,192.168,4,45,0,0,1
4,350.82030776813,2,2,192.168,6,124,1,2,2
6,210.96124289459203,4,2,192.168,3,63,0,0,1
7,467.7478613812828,1,1,192.0,2,20,2,1,1
2,283.47975347987153,4,2,192.0,2,29,2,1,1
15,755.3386782319458,4,2,10.0,4,68,0,0,1
6,940.7767825224546,4,1,192.0,5,69,0,0,1
13,568.7518320844484,1,3,192.0,1,28,2,1,1
18,326.6566318183285,1,4,172.16,5,63,0,0,1
2,384.8836344371071,2,2,172.16,6,132,1,2,2
17,779.0253175136734,1,2,192.0,5,60,0,0,1
13,258.66743827495475,1,0,172.16,2,25,2,1,1
22,517.8876283604411,1,0,192.0,4,52,0,0,1
15,695.4102066487696,1,2,172.0,5,73,0,0,1
12,465.8536782750836,2,0,172.0,6,144,1,2,1
2,391.976104015596,2,1,192.168,7,126,1,2,2
16,228.30793878108665,2,4,172.0,6,150,1,2,1
18,833.3366821573126,2,4,172.16,6,128,1,2,2
2,146.91036276496425,1,4,172.0,4,64,0,0,1
8,438.74168809304,2,1,192.0,2,32,2,1,1
1,476.4749878371895,1,3,172.0,4,79,0,0,1
3,563.9572599631645,1,0,10.0,5,64,0,0,1
12,844.4559180149712,2,3,192.168,7,97,1,2,2
9,0.01,1,3,192.168,4,75,0,0,1
10,714.2714899368823,1,2,172.16,3,50,0,0,1
7,294.10090451988447,3,2,10.0,1,27,2,1,0
23,586.3992113695339,1,2,10.0,5,58,0,0,1
13,574.5416654625111,2,2,10.0,6,91,1,2,1
8,314.4718351350574,0,2,10.0,2,33,2,1,0
6,370.5139860934003,4,3,172.0,1,21,2,1,1
16,77.02565712014143,1,3,172.0,2,31,2,1,1
20,135.3793948560264,3,4,10.0,2,23,2,1,0
11,552.6531213262349,3,0,192.168,2,28,2,1,0
16,61.92403978920231,3,0,192.168,1,22,2,1,0
10,878.1963166998191,4,0,10.0,6,121,1,2,1
22,604.2593806628659,1,2,10.0,5,60,0,0,1
0,723.454607360704,1,0,192.0,5,72,0,0,1
10,770.9141130818896,3,4,172.16,1,35,2,1,0
4,614.6744050284744,2,4,192.0,8,126,1,2,2
12,75.19318008949045,4,4,172.0,6,95,1,2,1
5,822.0613072303835,2,4,172.16,7,118,1,2,2
5,0.01,1,4,192.168,5,63,0,0,1
9,486.32526758046754,2,0,192.168,8,133,1,2,1
23,831.6800915551179,1,0,192.0,5,79,0,0,1
4,164.74811487611055,1,1,172.0,2,20,2,1,1
17,380.32628654279335,4,3,192.168,8,93,1,2,1
19,186.49492244752295,0,1,192.0,1,36,2,1,0
19,205.0862300472732,4,1,10.0,2,36,2,1,1
22,739.1498036936746,1,4,172.0,1,34,2,1,1
14,424.0530567886409,2,4,10.0,8,122,1,2,1
1,419.9283607448262,2,1,172.16,7,121,1,2,2
12,269.4438872428452,2,0,192.168,1,26,2,1,1
17,438.5334739949871,4,3,10.0,6,108,1,2,1
7,214.3731586787755,4,3,172.0,7,85,1,2,1
8,304.64154736597595,2,0,192.168,6,144,1,2,1
7,320.741291066955,4,2,172.16,2,23,2,1,1
13,1004.2676954360356,2,0,10.0,7,152,1,2,2
9,0.01,2,2,172.16,8,120,1,2,1
16,489.4660910823036,4,4,10.0,3,77,0,0,1
23,643.1544076216483,2,0,10.0,6,103,1,2,1
9,532.3770811193875,4,2,192.168,8,137,1,2,1
8,377.8448004568764,4,4,10.0,5,69,0,0,1
0,795.2347028940858,2,2,172.16,2,39,2,1,2
22,465.4729004373567,1,3,10.0,2,27,2,1,1
5,326.7296691035288,2,1,172.16,1,23,2,1,1
9,563.541209258739,1,3,10.0,5,43,0,0,1
16,184.51776300758127,1,1,172.0,4,62,0,0,1
22,758.0045164661414,1,1,172.0,1,34,2,1,1
4,197.7488348622229,1,1,172.16,2,29,2,1,1
23,438.163374734379,1,2,172.0,1,39,2,1,1
2,502.46480177555736,3,4,192.168,1,25,2,1,0
2,643.6676910766112,1,3,172.16,3,76,0,0,1
4,636.6191664030827,0,1,10.0,2,24,2,1,0
19,528.3507520827798,4,4,172.0,3,50,0,0,1
21,569.0657622634748,1,1,10.0,3,71,0,0,1
1,388.05129116693166,1,4,10.0,5,59,0,0,1
0,330.2306895160699,1,3,172.16,1,27,2,1,1
20,844.7203716109261,2,3,192.0,7,155,1,2,2
10,1.9012846264917016,3,4,192.0,2,29,2,1,0
6,216.81036502152276,1,2,192.0,4,45,0,0,1
21,350.1749800641237,4,4,192.0,6,151,1,2,1
11,274.7737011475896,1,0,10.0,3,52,0,0,1
8,279.13752737314644,2,2,172.16,6,139,1,2,1
18,643.858630656281,0,2,192.0,2,26,2,1,0
2,841.1724644831414,1,3,192.0,4,71,0,0,1
22,942.0043275912928,2,0,192.0,1,31,2,1,1
19,194.7793890430267,2,4,10.0,8,95,1,2,1
19,298.9679329380821,1,2,172.16,4,41,0,0,1
10,113.76824937419237,4,3,192.0,1,32,2,1,1
14,290.6494613476275,3,3,10.0,2,32,2,1,0
2,618.7459009942952,4,3,192.168,1,33,2,1,1
4,607.7801071333461,4,4,172.16,8,100,1,2,1
8,233.39035233015647,1,4,172.16,3,40,0,0,1
0,753.6711445550588,2,1,172.16,6,104,1,2,2
8,637.9549515119867,1,2,10.0,1,31,2,1,1
5,0.01,1,1,192.0,4,72,0,0,1
13,521.5340868152466,0,3,10.0,2,21,2,1,0
3,441.8420659119906,2,4,192.0,2,27,2,1,1
8,501.98000777519457,2,4,192.0,7,100,1,2,1
16,744.7015820883089,1,0,172.16,4,45,0,0,1
20,718.8961627861445,3,2,192.168,1,34,2,1,0
16,343.26711866979207,1,0,192.168,4,59,0,0,1
12,607.656355097761,1,3,172.0,3,65,0,0,1
3,638.3388831300292,4,0,172.16,3,64,0,0,1
15,218.2226779612609,1,1,10.0,4,58,0,0,1
20,452.2989385970279,1,0,10.0,1,39,2,1,1
6,170.0471215621169,2,0,192.168,7,84,1,2,2
4,246.97808671617832,4,1,10.0,2,35,2,1,1
14,757.5139398211345,1,1,172.16,3,58,0,0,1
6,529.4357523191469,1,4,10.0,3,47,0,0,1
9,717.0505166334643,2,2,172.0,7,141,1,2,2
5,738.9914312411756,1,3,192.0,4,70,0,0,1
6,470.5581270980809,2,1,192.168,1,28,2,1,1
7,522.8508506298884,2,1,172.0,7,116,1,2,1
1,578.2972180155807,1,1,192.0,4,76,0,0,1
18,429.34476319940313,2,0,172.0,6,132,1,2,1
11,780.7265559671953,2,2,192.0,7,144,1,2,2
0,273.53567977089585,2,3,172.16,7,126,1,2,2
4,346.4063578003364,2,0,192.0,1,36,2,1,1
15,379.88293623036736,3,1,192.0,1,30,2,1,0
4,254.26717201235607,4,4,10.0,8,123,1,2,1
2,288.16242756462,2,3,192.168,7,117,1,2,2
22,618.1033607117803,2,0,172.16,1,20,2,1,1
13,623.4679919175037,1,4,172.16,4,73,0,0,1
12,600.1589127735682,2,1,172.0,8,142,1,2,1
22,1006.4772992110336,4,1,192.0,7,139,1,2,1
15,138.2385012430662,2,1,10.0,6,142,1,2,1
6,445.4362147295103,2,0,10.0,6,99,1,2,2
1,448.4974455451631,2,3,192.168,1,38,2,1,1
6,353.642997413802,2,0,192.168,6,118,1,2,2
22,556.2893736195995,4,3,172.16,2,25,2,1,1
22,704.0017096535669,4,1,10.0,3,56,0,0,1
11,753.6497689205111,2,0,172.0,7,149,1,2,2
22,548.1491147955313,2,1,10.0,6,143,1,2,1
11,607.6388792685564,4,4,192.168,2,30,2,1,1
7,509.4699685384648,2,1,192.0,1,20,2,1,1
22,854.536617140467,2,4,172.16,7,147,1,2,2
13,554.4322099181855,2,4,172.16,6,89,1,2,1
0,667.7071190413628,2,2,192.0,6,154,1,2,2
21,426.2343691007197,4,2,192.0,1,37,2,1,1
7,309.5705355897094,1,0,192.168,1,22,2,1,1
22,628.1150991997928,1,4,192.168,4,49,0,0,1
2,304.69329853937273,1,3,10.0,5,75,0,0,1
8,160.9401361882832,1,2,172.0,5,61,0,0,1
20,917.4433443770504,0,2,172.0,2,36,2,1,0
11,441.60415524609726,4,4,10.0,4,60,0,0,1
23,380.2259163365118,4,0,192.0,4,72,0,0,1
6,331.6660427195185,4,2,192.168,6,88,1,2,1
7,20.058997468795724,2,3,10.0,8,135,1,2,1
15,848.2355018486207,2,4,10.0,1,27,2,1,1
11,706.2385219016033,4,2,10.0,5,41,0,0,1
0,430.30318551114686,4,3,192.0,3,68,0,0,1
20,350.53990180550625,4,1,172.16,4,66,0,0,1
16,274.909403256095,3,0,172.0,2,25,2,1,0
18,538.887293749724,1,1,192.0,3,54,0,0,1
19,605.5349322719894,1,1,172.16,5,65,0,0,1
16,470.4774104169815,4,4,172.0,4,76,0,0,1
20,592.8446240039247,2,1,192.0,8,156,1,2,1
11,363.6384439021039,2,0,192.168,8,105,1,2,1
16,400.4958545048183,2,3,10.0,7,152,1,2,1
21,291.70035072916426,4,4,192.0,1,38,2,1,1
23,389.3197028646002,4,3,192.0,2,38,2,1,1
12,699.0549508024288,2,4,172.0,1,28,2,1,1
0,284.2026986328448,2,3,172.0,1,39,2,1,1
6,603.1856642026447,2,4,192.168,7,94,1,2,2
